protest_date,region,location,actor,size,notes
2023-01-12,Nordrhein-Westfalen,Aachen,OTHER_CLIMATE_GROUP,,"Green Party office in Aachen attacked, with windows being smashed."
2023-01-12,Schleswig-Holstein,Flensburg,OTHER_CLIMATE_GROUP,,Climate activists occupy the Green Party district office in Flensburg.
2021-09-11,Bayern,München,OTHER_CLIMATE_GROUP,25000.0,"Approximately 25,000 people demonstrated in Munich for a mobility transition, calling for a shift away from car-dominated transportation policies and prioritizing walking, cycling, and public transport. The protest was organized by a coalition of environmental organizations and demanded climate-friendly transportation and alternatives to private cars."
2020-07-03,Berlin,Berlin,GP,,"Protesters from Greenpeace hung a banner on the Reichstag building in Berlin calling for a faster coal phase-out, criticizing the government's proposed legislation as insufficient."
2021-03-10,Hessen,Frankfurt,GP,,"Greenpeace activists protest against the European Central Bank (ECB) with paragliders and banners, accusing the ECB of undermining climate protection."
2020-11-01,Nordrhein-Westfalen,Münster,OTHER_CLIMATE_GROUP,500.0,"The 'Klimaalarm Münster' alliance organized local actions to draw attention to their demands for climate justice, including Greenpeace sinking models of buildings in water to highlight rising sea levels, and various other groups protesting against inadequate climate policies, the coal industry, car usage, refugee camps, mass animal farming, and the health consequences of the climate crisis."
2019-10-11,Berlin,Berlin,XR,,"Extinction Rebellion and Fridays for Future activists continue their climate protests in Berlin, with street blockades and demonstrations in the government district, including occupying the Marschallbrücke and Kottbusser Brücke, as well as actions at the Federal Ministry of the Environment and the CDU headquarters."
2019-11-29,Hessen,Frankfurt,FFF,8000.0,Fridays for Future Aktionstag in Frankfurt: Aktivist*innen blockieren die Frankfurter Zeil und die Primark-Filiale.
2019-11-29,Hessen,Darmstadt,FFF,8000.0,"Fridays for Future Aktionstag in Darmstadt: Demonstration mit 8000 Teilnehmern, Sitzblockade und Forderungen nach dem Ausstieg aus der Großen Koalition und dem Verbot von SUVs."
2019-08-03,Baden-Württemberg,Mannheim,EG,100.0,"Climate activists from the 'Ende Gelände' alliance broke into the area of the coal-fired power plant in Mannheim and blocked access to the plant for several hours, aiming to protest against the CO2 emissions of the facility."
2022-11-25,Berlin,Berlin,OTHER_CLIMATE_GROUP,,"Climate activists block German airport: A political party defends the actions - Bavaria. Protesters from the group 'Letzte Generation' have now for the first time paralyzed an airport in Germany, in addition to blocking highways and other road access points as well as damaging valuable paintings in museums. While a broad political alliance is calling for a tougher approach by the state, one party is defending the actions of the climate activists."
2019-03-16,Schleswig-Holstein,Paris,OTHER_CLIMATE_GROUP,,Thousands gathered for a climate march in Paris.
2021-01-16,Berlin,Berlin,OTHER_CLIMATE_GROUP,10000.0,"The 'Wir haben es satt' demonstration took place in Berlin, with around 30 tractors and participants from various organizations calling for an end to industrial agriculture, reduction of animal numbers and meat consumption, and support for small-scale farms. The protest started at the CDU headquarters and later moved to the Federal Chancellery. One tractor ran over a banner criticizing CDU agricultural policies."
2019-10-09,Berlin,Berlin,XR,,"Extinction Rebellion activists continue protests in Berlin, occupying several bridges and holding a demonstration at Kurfürstendamm. The protests are peaceful and no confrontations with the police have been reported."
2017-07-02,Hamburg,Hamburg,OTHER_CLIMATE_GROUP,25000.0,"Protesters demand action instead of words - around 25,000 people gather in Hamburg to protest against the G20 summit and the policies of the participating countries regarding climate change, globalization, trade, and wealth distribution."
2019-06-21,Nordrhein-Westfalen,Aachen,FFF,40000.0,"Thousands of people participated in a demonstration organized by Fridays for Future in Aachen, calling for the shutdown of coal-fired power plants and other measures to limit climate change."
2019-09-20,Bayern,Kronach,FFF,200.0,"Klimademonstration in Kronach, bei der rund 200 Menschen, darunter Schüler, Eltern, Studenten und Senioren, für mehr Klimaschutz auf die Straße gegangen sind und Druck auf die Politik gemacht haben."
2019-06-29,Bremen,Bremen,FFF,5000.0,5000 Bremer Demonstranten fordern aktiven Klimaschutz. Protestmarsch durch die Innenstadt mit abschließender Kundgebung in den Neustadtswallanlagen. Keine Konfrontationen mit der Polizei.
2020-01-24,Nordrhein-Westfalen,Datteln,FFF,430.0,"Protest against the commissioning of the Datteln 4 coal-fired power plant, with hundreds of people calling on the German government not to let the power plant go online."
2022-07-08,Berlin,Berlin,OTHER_CLIMATE_GROUP,,"Climate activists have been blocking highway exits in Berlin for three weeks, demanding more measures against climate change from the government; the police have been involved and have cleared blockades in Steglitz, Tegel, and Pankow."
2020-10-21,Hessen,Frankfurt,OTHER_CLIMATE_GROUP,,Protest for climate protection: Activists ignite globe in front of ECB - Activists from the 'Koalakollektiv' protest in front of the ECB in Frankfurt against the bank's monetary policy by igniting a globe symbolizing the warming atmosphere.
2019-01-19,Berlin,Berlin,OTHER_CLIMATE_GROUP,,"Thousands of people protested in Berlin against EU subsidies for agriculture, demanding a sustainable EU agricultural reform and support for climate-friendly and environmentally friendly farming with animal welfare."
2021-08-17,Berlin,Berlin,OTHER_CLIMATE_GROUP,70.0,Climate activists glued themselves to the doors of the German Farmers' Association and the Ministry of Agriculture to protest against industrial animal farming. The police were present and took the personal details of 40 participants.
2021-08-17,Berlin,Berlin,OTHER_CLIMATE_GROUP,100.0,Around 100 activists occupied the streets in front of the Ministry of Agriculture to criticize large agricultural corporations for soil destruction and emissions.
2021-08-17,Berlin,Berlin,OTHER_CLIMATE_GROUP,40.0,Activists covered in fake blood glued themselves to the facade of the CDU party headquarters and sprayed red liquid on the building. The police took the personal details of 40 participants.
2021-08-17,Berlin,Berlin,OTHER_CLIMATE_GROUP,,A protest march started from the CDU headquarters and led to the Green Party headquarters at Invalidenpark.
2023-01-17,Rheinland-Pfalz,Lützerath,OTHER_CLIMATE_GROUP,,"Protest in Lützerath escalated with clashes between activists and police, with accusations of violence from both sides."
2019-04-19,Schleswig-Holstein,London,XR,700.0,"Protest by Extinction Rebellion in London, with 700 activists arrested by the British police for peacefully demonstrating against global warming, including blocking streets and bridges near the Parliament."
2019-09-20,Nordrhein-Westfalen,Ochtrup,FFF,200.0,"Protest against global climate change with hundreds of thousands of participants, including 200 people from Ochtrup, who gathered peacefully on Lamberti-Kirchplatz to show their determination to make a change and preserve the world for future generations."
2019-08-03,Baden-Württemberg,Mannheim,Ende Gelände,100.0,"Climate activists from the 'Ende Gelände' alliance broke into the area of the coal-fired power plant in Mannheim and blocked the access to the plant for several hours, aiming to protest against the CO2 emissions of the facility."
2019-02-08,Nordrhein-Westfalen,Münster,FFF,150.0,"Students protest for more effective climate protection policies in Münster, criticizing politicians for their lack of action."
2020-10-13,Hessen,Wörsdorf,OTHER_CLIMATE_GROUP,,"Protest against the construction of the A49 highway in Hessen, resulting in a serious accident and police intervention."
2020-10-13,Hessen,Dannenröder Forst,OTHER_CLIMATE_GROUP,,"Protest against the planned expansion of the A49 highway and for the preservation of the Dannenröder Forst, resulting in police clearing the area."
2023-01-16,Rheinland-Pfalz,Lützerath,OTHER_CLIMATE_GROUP,,"Protest against the demolition of the village of Lützerath and the mining of coal, with confrontations between police and protesters involving the use of water cannons, batons, and pepper spray."
2018-05-07,Bayern,Garmisch-Partenkirchen,GP,,"Greenpeace activists projected a message onto the Zugspitze mountain calling for more climate protection and a quick coal phase-out, criticizing the German government's failure in climate protection."
2020-08-17,Schleswig-Holstein,Lübeck,XR,,"Protest at Lübeck Airport against the resumption of short-haul flights, with activists from Extinction Rebellion blocking the runway and causing flight delays."
2020-08-17,Berlin,Berlin,XR,,"Protest at Berlin Airport against short-haul flights, with activists from Extinction Rebellion demonstrating at the airport entrance."
2020-08-17,Bayern,München,XR,,"Protest at Munich Airport against short-haul flights, with activists from Extinction Rebellion chaining themselves to luggage trolleys and blocking parts of the check-in area."
2020-08-17,Nordrhein-Westfalen,Düsseldorf,XR,,"Protest at Düsseldorf Airport against short-haul flights, with activists from Extinction Rebellion demonstrating."
2019-09-20,Niedersachsen,Osterholz-Scharmbeck,FFF,500.0,"Fridays-for-Future demonstration with a Die-In action to raise awareness for extinct animal species, with speeches and a march through the city, no confrontations with the police reported."
2019-02-08,Bayern,Landsberg,FFF,1000.0,"Students in Landsberg protest for climate protection, demanding action against climate change, plastic pollution in the sea, and the decline of bees."
2021-09-11,Bayern,München,OTHER_CLIMATE_GROUP,5000.0,"Thousands protest against the IAA Mobility car show in Munich, demanding a shift away from car-dominated transportation policies and prioritization of walking, cycling, and public transport; confrontations between protesters and police occurred."
2021-09-10,Bayern,München,FFF,,"Protest against the IAA in Munich, including sit-ins and confrontations with the police."
2018-02-17,Schleswig-Holstein,Hansaring,OTHER_CLIMATE_GROUP,,"Protest against the cutting down of trees, including a sit-in protest and confrontations with the police."
2017-11-10,Rheinland-Pfalz,Neurath,GP,,"Environmental activists protest with light images at the coal-fired power plant in Neurath, calling for a coal phase-out."
2019-06-08,Hessen,Frankfurt,FFF,,"Protest march organized by Fridays for Future in Frankfurt with the theme of 'Flight and Displacement' to highlight the impact of climate change on migration and displacement, including a spontaneous sit-in blockade at the Alte Oper intersection and speeches at the Brockhaus-Brunnen on Zeil."
2017-11-05,Nordrhein-Westfalen,Bonn,OTHER_CLIMATE_GROUP,4500.0,"Braunkohlegegner protestieren im rheinischen Braunkohlerevier und dringen in den Tagebau Hambach ein, um gegen die Braunkohleverstromung zu protestieren."
2017-11-04,Nordrhein-Westfalen,Bonn,OTHER_CLIMATE_GROUP,10000.0,"Erste Demonstrationen mit rund 10.000 Klimaschützern in Bonn vor der Weltklimakonferenz, mit Kritik an Bundeskanzlerin Angela Merkel und Forderungen nach einem Kohleausstieg."
2019-05-14,Berlin,Berlin,GP,,Greenpeace protest with ice letters at the Brandenburg Gate against the climate policy of the German government.
2019-03-15,Hessen,Offenbach,FFF,250.0,"Fridays for Future protest in Offenbach, with approximately 250 students demonstrating for better climate policies in front of the town hall."
2019-03-15,Hessen,Frankfurt,FFF,6000.0,"Fridays for Future protest in Frankfurt, with approximately 6000 participants marching through the city center and holding rallies at various locations."
2021-06-06,Berlin,Berlin,ADFC,15000.0,"Thousands of people protested for a traffic turnaround with a bike rally through Berlin, demanding the implementation of the Mobility Act and the creation of more space for safe cycling."
2020-07-24,Brandenburg,Potsdam,FFF,50.0,"Fridays for Future protest in Potsdam for climate-neutral transportation, demanding better conditions for public transportation, cyclists, and pedestrians."
2019-03-22,Nordrhein-Westfalen,NRW,FFF,,Thousands of students in NRW demonstrate for the environment and climate.
2022-06-24,Berlin,Berlin,OTHER_CLIMATE_GROUP,,Climate activists block a parking garage in the government district in Berlin-Mitte as a protest against oil drilling in the North Sea.
2023-01-15,Rheinland-Pfalz,Lützerath,OTHER_CLIMATE_GROUP,15000.0,"Protest village Lützerath cleared except for two activists in a tunnel, with clashes between protesters and police during a large anti-coal demonstration, resulting in violence accusations from both sides."
2021-03-19,Bayern,Erlangen,FFF,300.0,"Fridays for Future demonstration in Erlangen with noise and bicycles, where participants made noise for over an hour by banging on buckets and drums to demand more climate protection."
2021-08-13,Hessen,Frankfurt,FFF,15000.0,"Fridays for Future protest against the fossil finance sector in Frankfurt with around 15,000 participants, accusing the sector of actively financing the climate crisis and selling our future."
2015-06-04,Bayern,München,OTHER_CLIMATE_GROUP,30000.0,"Thousands protest against G7 summit in Munich under the motto 'Stop TTIP - Save the Climate - Fight Poverty', with no reported incidents."
2021-02-12,Bayern,Nürnberg,OTHER_CLIMATE_GROUP,,"Climate activists remain in a camp in Nuremberg despite freezing temperatures, demonstrating with a continuous vigil in view of the town hall for more climate protection."
2021-03-18,Bayern,Nürnberg,FFF,400.0,"Fridays for Future Fahrraddemo in Nürnberg mit 400 Teilnehmern für Klimagerechtigkeit, Verkehrswende und Systemwandel."
2020-01-13,Bayern,München,FFF,100.0,"Environmental activists protest against Siemens' decision to continue supplying a train signaling system for a coal mine in Australia, with protests organized in several cities including Munich, Hamburg, Frankfurt, and Mainz."
2020-11-26,Bayern,Erlangen,OTHER_CLIMATE_GROUP,50.0,"Protest for more climate protection in Erlangen with a 30-minute rally before the city council meeting, aiming to have a dialogue with council members but not achieving it."
2020-09-25,Hessen,Frankfurt,FFF,2300.0,"Thousands of people participated in the Fridays for Future protests in Frankfurt, calling for climate and social justice."
2022-06-21,Berlin,Berlin,OTHER_CLIMATE_GROUP,,"Climate protesters block multiple exits of the A100 highway in Berlin, causing traffic jams and disruptions during rush hour."
2019-09-19,Nordrhein-Westfalen,Aachen,FFF,8000.0,"Fridays for Future protest in Aachen with 8000 participants, starting with a rally at Elisenbrunnen and a demonstration march to Kennedypark, causing traffic disruptions."
2019-09-19,Nordrhein-Westfalen,Düren,FFF,800.0,"Fridays for Future protest in Düren with 800 participants, starting with a rally at Hoeschplatz and a demonstration march to Marktplatz."
2019-09-19,Nordrhein-Westfalen,Jülich,FFF,,"Fridays for Future protest in Jülich, starting at Schlossplatz with speeches from scientists from the research center."
2019-09-19,Nordrhein-Westfalen,Geilenkirchen,FFF,,"Fridays for Future protest in Geilenkirchen, starting at Anita-Lichtenstein-Gesamtschule and joining the demonstration in Aachen."
2020-09-24,Berlin,Berlin,FFF,,"Fridays for Future protest in Berlin and other German cities, with limited gatherings due to hygiene and distancing rules, and rainy weather."
2020-09-24,Schleswig-Holstein,Stockholm,FFF,,"Greta Thunberg and other activists protest in Stockholm, maintaining social distancing and wearing face masks."
2020-09-24,Bayern,Sydney,FFF,,Protesters in Sydney demand accelerated exit from coal and oil use to limit global warming to 1.5 degrees.
2020-09-24,,Edinburgh,FFF,,Protesters in Edinburgh call for an end to coal and oil use to limit global warming to 1.5 degrees.
2020-09-24,,Brisbane,FFF,,Protesters in Brisbane create a large sign in a park that reads 'Fund our Future!'
2020-09-24,Schleswig-Holstein,Stockholm,FFF,,Researchers in the Arctic and Antarctic demonstrate the impact of climate change on local weather and climate in Germany.
2021-05-09,,,OTHER_CLIMATE_GROUP,115000.0,In Frankreich haben Zehntausende Demonstrantinnen und Demonstranten ambitioniertere Schritte im Kampf gegen den Klimawandel gefordert.
2021-08-06,Bayern,Passau,OTHER_CLIMATE_GROUP,,Passau climate activists climb a crane to protest against the city's climate concept.
2019-02-22,Bayern,Cham,FFF,150.0,"Friday for Future: Demo in Cham - Stadt Cham - idowa. 150 participants, including 14-year-old Lea Schreiber, protested for climate protection."
2019-08-13,Niedersachsen,Wolfsburg,OTHER_CLIMATE_GROUP,,Activists block a train with new vehicles from Volkswagen in Wolfsburg to draw attention to the failed climate policy of the German government and demand an immediate shift in transportation.
2021-09-04,Berlin,Berlin,OTHER_CLIMATE_GROUP,10000.0,"Thousands of people participate in the 'Unteilbar' demonstration in Berlin for an open and solidary society, organized by a broad alliance of unions, parties, and associations, including the climate movement Fridays for Future."
2019-07-08,Nordrhein-Westfalen,Köln,FFF,70.0,"Fridays for Future protest for the entire school week, with over 70 participants gathering on Monday morning in Cologne."
2019-07-08,Nordrhein-Westfalen,Köln,FFF,70.0,"Fridays for Future protest for the entire school week, with over 70 participants gathering on Monday morning in Cologne."
2018-09-07,Bayern,München,OTHER_CLIMATE_GROUP,300.0,"Climate activists occupied streets in Munich to demand a car-free city, free public transportation, and the expansion of bike lanes."
2023-01-10,Rheinland-Pfalz,Lützerath,OTHER_CLIMATE_GROUP,,"Protest against the removal of barricades in Lützerath, with activists forming human chains and sit-ins, and some engaging in confrontations with the police."
2019-09-20,,Dutzenden Städten,FFF,,"Fridays for Future: Weltweiter Massenstreik für Klimaschutz hat begonnen. In Deutschland sind in Dutzenden Städten Aktionen und Demonstrationen angemeldet, unterstützt von anderen Organisationen und Initiativen."
2019-09-19,Niedersachsen,Australien,FFF,,"Fridays for Future: Weltweiter Massenstreik für Klimaschutz hat begonnen. In Australien gab es in zahlreichen Städten Demonstrationen, Zehntausende Schüler blieben dem Unterricht fern."
2019-06-28,Niedersachsen,Gifhorn,FFF,100.0,"Fridays for Future protest in Gifhorn, criticizing climate policy and local politics, with a march through the city and speeches on the market square."
2020-11-27,Thüringen,Jena,OTHER_CLIMATE_GROUP,,Protesters block the A4 highway in Jena by abseiling from a bridge to protest against deforestation in the Danneröder Forest in Hesse.
2020-10-03,Nordrhein-Westfalen,Antwerpen,OTHER_CLIMATE_GROUP,150.0,Climate activists occupy the premises of a chemical factory in Antwerp to protest against the construction of new plastic production facilities and demand sustainable alternatives; the activists are confronted by the police.
2020-09-19,Nordrhein-Westfalen,Inden,OTHER_CLIMATE_GROUP,6.0,"Protestaktion der Aktivistengruppe „Robin Wood“ am Aussichtsturm Indemann mit dem Ziel, sich für den Erhalt der Dörfer und für Klimagerechtigkeit einzusetzen."
2018-01-20,Berlin,Berlin,OTHER_CLIMATE_GROUP,30000.0,"Thousands of people demonstrated in Berlin for a fundamental change towards more animal and environmental protection in agriculture, demanding a ban on the herbicide glyphosate and labeling requirements for food."
2015-06-04,Bayern,München,OTHER_CLIMATE_GROUP,30000.0,"Tens of thousands protest against G7 summit in Elmau, calling for stopping TTIP, saving the climate, and fighting poverty."
2019-06-21,Nordrhein-Westfalen,Aachen,FFF,,Children abseil themselves during climate protest: Police intervention.
2020-12-12,Berlin,Berlin,OTHER_CLIMATE_GROUP,250.0,"Climate activists attempted to hang banners from two bridges during a bike demonstration in Berlin, but were stopped by the police. The demonstration was organized by the climate protection alliance Changing Cities, Ende Gelände, and other organizations, and aimed to protest against the expansion of highways and advocate for the Paris climate goals."
2020-11-27,Thüringen,Jena,OTHER_CLIMATE_GROUP,,Protesters block the A4 highway in Jena by abseiling from a bridge to protest against deforestation in the Danneröder Forest in Hesse.
2019-11-27,Berlin,Berlin,FFF,100.0,"Protest by students against the visit of AfD politician Beatrix von Storch to the Free University of Berlin, resulting in the cancellation of the planned event."
2022-11-24,Berlin,Berlin,OTHER_CLIMATE_GROUP,,"Climate activists from the group 'Letzte Generation' blocked the operation of Berlin Brandenburg Airport (BER) for almost two hours by accessing the airport grounds and gluing themselves to the ground, resulting in the cancellation of five flights and affecting 750 passengers. Several activists were taken into police custody and are facing charges of endangering air traffic, trespassing, and property damage."
2021-09-13,Berlin,Berlin,OTHER_CLIMATE_GROUP,,Activists in Berlin intensify hunger strike for climate change - demanding immediate measures against climate change and the establishment of a citizens' council to dictate immediate measures against climate change to politics.
2022-07-16,Berlin,Berlin,Letzte Generation,,"Climate activists of the 'Letzte Generation' announce a pause in their actions in Berlin until autumn, after blocking streets and highway exits in recent weeks and months."
2019-06-22,Nordrhein-Westfalen,NRW,FFF,8000.0,"Fridays For Future protest at Tagebau in NRW - Police use pepper spray. Around 8000 climate activists demonstrated for a quick coal phase-out in the Rhineland lignite mining area. They held a rally in the town of Keyenberg, which is supposed to make way for the Garzweiler open-pit mine. According to the organization Ende Gelände, more than a thousand climate activists also entered the Garzweiler open-pit mine and brought the excavators to a standstill. In addition, hundreds of activists blocked railway lines for coal transport."
2020-05-05,Niedersachsen,Wolfsburg,FFF,,Fridays for Future protest in front of the Volkswagen headquarters in Wolfsburg against financing more cars and calling for a climate-friendly transformation of the automotive industry.
2020-05-05,Berlin,Berlin,GP,,"Greenpeace and other environmental organizations protest in front of the Reichstag in Berlin, symbolically running over bicycles with an SUV to protest against financing more cars."
2020-09-25,Nordrhein-Westfalen,Köln,FFF,7000.0,"Fridays for Future protest in Köln with around 7,000 participants calling for more climate protection, following hygiene measures."
2020-09-25,Baden-Württemberg,Freiburg,FFF,6000.0,"Fridays for Future protest in Freiburg with around 6,000 participants calling for more climate protection, following hygiene measures."
2020-09-25,Nordrhein-Westfalen,Bonn,FFF,3000.0,"Fridays for Future protest in Bonn with around 3,000 participants calling for more climate protection, following hygiene measures."
2020-09-25,Nordrhein-Westfalen,Aachen,FFF,1000.0,"Fridays for Future protest in Aachen with over 1,000 participants calling for more climate protection, following hygiene measures."
2020-09-25,Nordrhein-Westfalen,Essen,FFF,1000.0,"Fridays for Future protest in Essen with around 1,000 participants calling for more climate protection, following hygiene measures."
2020-09-25,Hamburg,Hamburg,FFF,10000.0,"Fridays for Future protest in Hamburg with around 10,000 participants calling for more climate protection, following hygiene measures."
2020-09-25,Bayern,München,FFF,500.0,"Fridays for Future protest in München with around 500 participants calling for more climate protection, following hygiene measures."
2021-04-15,Hamburg,Hamburg,OTHER_CLIMATE_GROUP,,Environmental activists block the A1 highway between Hamburg and Bremen by abseiling from a bridge to protest for more climate protection and a shift in transportation policy.
2021-09-10,Bayern,München,OTHER_CLIMATE_GROUP,1000.0,"Protests against the IAA Mobility car show in Munich, with clashes between police and activists, and a journalist from the taz newspaper being temporarily detained and accused of trespassing."
2021-09-12,Bayern,München,OTHER_CLIMATE_GROUP,,"Protest against the International Automobile Exhibition (IAA) in Munich, with thousands of participants aiming to disrupt the smooth running of the event, resulting in confrontations with the police and arrests."
2019-05-24,Bayern,Kulmbach,FFF,100.0,"Fridays for Future demonstration in Kulmbach with more than 100 participants, calling for action on climate change and raising awareness for the upcoming EU election."
2019-02-16,Nordrhein-Westfalen,Wuppertal,FFF,1200.0,"On February 16, 2019, 1200 students in Wuppertal participated in a 'Fridays for Future' protest for more climate protection, despite it being during school hours."
2021-04-29,Nordrhein-Westfalen,Garzweiler,OTHER_CLIMATE_GROUP,,"Protest in Garzweiler: Fünf Klima-Aktivisten in Gewahrsam - Four of the five opponents of lignite coal who entered the open-cast mine on Wednesday had occupied two conveyor belts there. Two each were fixed together with so-called 'lock-on' devices on their arms. The police brought them to the station where the devices were released with technical equipment. Another person had abseiled from a bridge, but voluntarily gave up the occupation, it said further."
2022-06-30,Berlin,Berlin,OTHER_CLIMATE_GROUP,,"Demonstrant bei Straßenblockade an Autobahnabfahrt verletzt - Berliner Abendblatt. A climate protest event organized by the climate protection initiative 'Letzte Generation' in Berlin-Wilmersdorf, where a demonstrator was injured during a street blockade on the A100 highway. The police intervened and the protester was taken to the hospital. The incident is being investigated."
2022-07-27,Rheinland-Pfalz,Lützerath,OTHER_CLIMATE_GROUP,35.0,"Activists occupied construction excavators in Lützerath to hinder RWE's work on building a wall, but were peacefully removed by the police."
2022-09-26,Berlin,Berlin,FFF,36000.0,"Thousands of people joined the climate strike organized by Fridays for Future in Berlin, demanding an end to fossil fuels, rapid expansion of renewable energy, and a comprehensive transportation transition, with confrontations with the police reported."
2022-09-26,Hamburg,Hamburg,FFF,19000.0,"Thousands of people participated in the climate strike organized by Fridays for Future in Hamburg, demanding climate neutrality by 2035, the elimination of individual traffic in the city center, and quarterly reviews of climate protection measures, with confrontations with the police reported."
2022-09-26,Hessen,Frankfurt am Main,FFF,10000.0,"Thousands of people gathered in Frankfurt am Main for the climate strike organized by Fridays for Future, with confrontations with the police reported."
2022-09-26,Nordrhein-Westfalen,Köln,FFF,7000.0,"Thousands of people took part in the climate strike organized by Fridays for Future in Köln, with confrontations with the police reported."
2022-09-26,Bremen,Bremen,FFF,5000.0,"Thousands of people gathered in Bremen for the climate strike organized by Fridays for Future, with confrontations with the police reported."
2022-09-26,Niedersachsen,Hannover,FFF,4000.0,"Thousands of people participated in the climate strike organized by Fridays for Future in Hannover, with confrontations with the police reported."
2022-09-26,Baden-Württemberg,Freiburg,FFF,8000.0,"One of the largest climate strike actions in Baden-Württemberg took place in Freiburg, with thousands of people demanding climate action, including disrupting classes at several schools to motivate students to join the protests."
2021-09-07,Bayern,München,OTHER_CLIMATE_GROUP,,"Protestaktion gegen die IAA Mobility, bei der Aktivisten sich von Autobahnbrücken abseilten und Plakate anbrachten, wodurch die Fahrspuren Richtung München gesperrt wurden; es kam zu Konfrontationen mit der Polizei."
2015-06-04,Bayern,München,OTHER_CLIMATE_GROUP,40000.0,"40,000 people peacefully protest against the G7 summit in Munich, calling for stopping TTIP, saving the climate, and fighting poverty."
2019-06-24,Nordrhein-Westfalen,Erkelenz,Ende Gelände,6000.0,"Climate protests in the Rhineland mining area: Accusations against the police. The initiative 'Ende Gelände' accused the police of using excessive force during the three-day climate protests in the Rhineland lignite mining area. The police will now investigate the allegations. The protests involved blockades of the Garzweiler open-pit mine and railway lines to two lignite power plants. RWE, the operator of the Garzweiler mine, announced legal action against all those involved in the occupation of the mine."
2019-06-24,Rheinland-Pfalz,Hambach,Other activists,7.0,Climate protest in Hambach: Activists occupied a digger in the Hambach open-pit mine. The police removed the activists and took them into custody.
2017-07-06,Hamburg,Hamburg,OTHER_CLIMATE_GROUP,,Massive clashes between police and protesters during the 'Welcome to Hell' demonstration against the G20 summit in Hamburg.
2020-10-13,Hessen,Idstein,OTHER_CLIMATE_GROUP,,"Protesters block the A3 highway in Idstein in relation to the protest against deforestation for the expansion of the A49 highway, resulting in a serious car accident at the end of the traffic jam."
2020-09-27,Nordrhein-Westfalen,Aachen,Ende Gelände,50.0,"Protest against coal mining in the Rhineland region, including occupation of a former restaurant, breakfast with locals, and the construction of treehouses; peaceful protest, no confrontations with the police."
2021-09-11,Bayern,München,OTHER_CLIMATE_GROUP,5000.0,"Thousands protest against the IAA Mobility in Munich, demanding a clear departure from car-dominated transport policies and prioritization of walking, cycling, and public transport; confrontations between protesters and police occurred at two occupied trees."
2020-02-14,Nordrhein-Westfalen,Düsseldorf,XR,200.0,"Protest against the commissioning of the Datteln 4 coal-fired power plant, where climate activists spilled a ton of coal in front of the headquarters of energy company Uniper in Düsseldorf."
2019-11-29,Berlin,Berlin,FFF,60000.0,"Around 60,000 people in Berlin joined the global day of action by 'Fridays for Future' to demand a 'restart' in climate policy in Germany ahead of the UN Climate Conference in Madrid."
2017-06-02,Berlin,Berlin,GP,,Greenpeace activists projected messages criticizing US President Trump onto the US Embassy in Berlin in protest against the US withdrawal from the Paris Climate Agreement.
2018-06-26,Berlin,Berlin,GP,,"Greenpeace activists transformed the roundabout around the Berlin Victory Column into a giant sun symbol with 3500 liters of yellow paint, demanding 'Sun instead of coal' as part of protests for a quick shutdown of coal-fired power plants."
2018-06-26,Berlin,Berlin,EG,,"Activists from the anti-coal initiative 'Ende Gelände' climbed out of a sinking coal ship into an 'Immediate Exit Rescue Boat', demanding an immediate coal phase-out as a measure for climate justice."
2018-12-01,Berlin,Berlin,BUND,16000.0,"Protest against the failure of the German government to take action on climate change and for a coal phase-out, organized by a coalition including BUND, Greenpeace, and Campact, with demands for the government to shut down half of Germany's coal power plants by 2020 and to save the Hambach Forest."
2018-12-01,Nordrhein-Westfalen,Köln,BUND,20000.0,"Protest against the failure of the German government to take action on climate change and for a coal phase-out, organized by a coalition including BUND, Greenpeace, and Campact, with demands for the government to shut down half of Germany's coal power plants by 2020 and to save the Hambach Forest."
2019-06-22,Nordrhein-Westfalen,Erkelenz,Ende Gelände,,"Protesters storm Tagebau Garzweiler, confrontations with the police, activists break through police lines, police use pepper spray, 8 police officers injured."
2019-06-22,Nordrhein-Westfalen,Erkelenz,Fridays-For-Future,8000.0,"Peaceful demonstration of Fridays-For-Future participants, joined by families and older people, protesting against coal mining in the Rheinische Revier."
,,,Ende Gelände,6000.0,"Blockade of Hambach-Bahn by Ende Gelände activists, blocking coal transport, another railway line (Nord-Süd) already occupied since Friday evening."
2018-01-20,Berlin,Berlin,OTHER_CLIMATE_GROUP,30000.0,"Thousands of people demonstrated in Berlin for a fundamental change towards more animal and environmental protection in agriculture, demanding a ban on the herbicide glyphosate and labeling requirements for food."
2020-10-06,Hessen,Gießen,OTHER_CLIMATE_GROUP,,"Protest against the expansion of the A49 highway between Gießen and Kassel, activists endanger themselves, police find dangerous objects."
2020-10-14,Hessen,Stadtallendorf,OTHER_CLIMATE_GROUP,,"Activists block the A3 highway, causing a traffic jam and a subsequent accident."
2019-08-13,Niedersachsen,Wolfsburg,OTHER_CLIMATE_GROUP,36.0,Activists stop VW car train in Wolfsburg to protest against the automotive industry's role in the climate crisis.
2017-11-05,Nordrhein-Westfalen,Bonn,OTHER_CLIMATE_GROUP,4500.0,"Braunkohlegegner protestieren im rheinischen Braunkohlerevier und dringen in den Tagebau Hambach ein, um gegen die Braunkohleverstromung zu protestieren."
