"id","newspaper","labels","year","excerpt"
2706,"Stuttgarter Zeitung","relevant",2009,"Stuttgarter Zeitung 2009-12-04 Widerstand gegen Ethylen wächst Von Oliver Hillinger  Wer sich mit dem Auto dem Alfdorfer Teilort Pfahlbronn nähert, der macht seit kurzem Bekanntschaft mit auffälligen Transparenten: ""Ethylen  unser Tod?"" und ""Ethylen  - 10-mal explosiver als Benzin"" steht dort auf Schilder gesprüht. Die Bürger machen damit ihrem Protest gegen eine geplante Pipeline Luft, die quer über die Alfdorfer Hochebene gebaut werden soll. ""Früher war der Widerstand auf die Grundstücksbesitzer beschränkt, jetzt machen sich auch andere Alfdorfer Sorgen"", hat der stellvertretende Bürgermeister und Regionalrat Norbert Wiedmann beobachtet. Vor kurzem sei es sogar zu einer Art Demonstration gekommen. Etwa 100 Menschen hatten die Vorstände der Münchener Gesellschaft Ethylen Pipeline Süd (EPS) vorvergangenen Dienstag vor dem Pfahlbronner Rathaus mit Fackeln und Transparenten in Empfang genommen. Die Informationsveranstaltung von EPS zur Sicherheit der Pipeline soll nun am kommenden Donnerstag, 10. Dezember, von 19 Uhr an im Pfahlbronner Bürgerzentrum wiederholt werden. Wieder könne es zur Demonstration kommen, kündigen Pipelinegegner an. Die Baugesellschaft EPS droht widerständigen Grundstücksbesitzern inzwischen offen mit Enteignung. Dies sei nicht vor Januar der Fall. Protest gegen die Pipeline am Ortseingang von Pfahlbronn Foto: Gottfried Stoppel"
2708,"Stuttgarter Zeitung","relevant",2010,"Stuttgarter Zeitung 2010-12-11 Protestmarsch durch die Stadt; Projektgegner Das Aktionsbündnis gegen Stuttgart 21 ruft heute zur ersten großen Wochenenddemo nach der Schlichtung auf. Die Projektgegner zeigen sich unzufrieden mit dem Schlichtungsspruch und wollen weiterhin versuchen, den Tiefbahnhof zu verhindern. Für eine Demokratie der Bürger - Nein zu Stuttgart 21"". Um 14 Uhr soll es eine Auftaktkundgebung auf dem Arnulf-Klett-Platz direkt vor dem Hauptbahnhof geben. Der Grünen-Politiker Boris Palmer und der Architekt Peter Conradi (SPD) werden die Schlichtungsverhandlungen kommentieren. Sabine Leidig von den Linken erklärt, wie wichtig der Protest gegen Stuttgart 21 für das Demokratieverständnis sei. Im Anschluss gibt es einen Protestzug über den Cityring. Zu der Demonstration werden auch mehrere Busse aus anderen Teilen der Bundesrepublik erwartet. Daran stört sich die CDU-Gemeinderatsfraktion. Sie kritisiert einen solchen ""Demonstrationstourismus"". Auch der Handel hatte mehrfach appelliert, die Kundgebungen während der Adventszeit auszusetzen. Am 18. Dezember planen die Befürworter eine Veranstaltung in der Innenstadt. Danach soll es aber eine Weihnachtspause geben. Die Gegner wollen am 10. Januar die Proteste wieder aufnehmen. Unterdessen hat die Umweltschutzorganisation Robin Wood eine Unterlassungsklage gegen Ministerpräsident Mappus eingereicht. Es geht um die Aussage, es gebe unter den Gegnern ""Berufsdemonstranten, zum Beispiel von Robin Wood"". jan"
2709,"Stuttgarter Zeitung","relevant",2012,"Stuttgarter Zeitung 2012-07-03 Gegner setzen auf rechtliche Offensive; Montagsdemonstration Aufgrund des Kulturfestivals Marktplatz Istanbul ist die Montagsdemonstration, zu der nach Veranstalterangaben 3000 Teilnehmer kamen (1800 waren es laut der Polizei), vor den Hauptbahnhof ausgewichen. Die 129. Ausgabe des Protests gegen S 21 begleiteten Uwe Dreiss von den Ingenieuren 22, Günter Krappweis von der Mieterinitiative Nordbahnhof sowie der Sprecher des Aktionsbündnisses gegen S 21, Eisenhart von Loeper als Redner. Letzterer sprach zum Thema 'Die Bahn AG in der Krise - die Bürgerbewegung in neuer Offensive'."
2711,"Stuttgarter Zeitung","relevant",2011,"Stuttgarter Zeitung 2011-07-28 Seehofer sucht Dialog mit Gegnern; Flughafenausbau Bayerns Ministerpräsident Horst Seehofer (CSU) will beim Ausbau des Münchner Flughafens Auseinandersetzungen wie beim Bahnprojekt in Stuttgart vermeiden. Er werde Gespräche mit dem Nachbarschaftsbeirat und der Bürgerinitiative AufgeMUCt führen, kündigte er an. Die Projektgegner gaben sich aber reserviert. Gelegenheit dazu könnte er schon am Freitag erhalten. Dann will das Aktionsbündnis vor der CSU-Landesleitung in München protestieren. dapd"
2712,"Leipziger Volkszeitung","irrelevant",2015,"Leidenschaft auf hohem Niveau; HCL-Handballerinnen bezwingen Vardar Skopje 26:23 Von Uwe Köster Leipzig. Dann kam gestern früh die Nachricht, dass Anne Hubinger mit einem Infekt im Bett liegt und nicht spielen kann. Die schwache Kulisse von weniger als 2000 Zuschauern (wegen der Demonstrationen?) war auch nicht animierend."
2714,"Stuttgarter Zeitung","irrelevant",2009,"Stuttgarter Zeitung 2009-04-15 Gericht untersagt Warnung vor Ralf Berti; Kinderschützer wehrt sich erfolgreich gegen Schmähungen durch ein "" Lerncenter"" Von Norbert J. Leven  Auslöser des Streits vor einer Zivilkammer des Landgerichts waren die Warnungen vor dem ""Professionellen Lerncenter"", die Berti in den Jahren 2007 und 2008 öffentlich geäußert hatte, nachdem die Fortbildungseinrichtung in Filderstadt und andernorts in der Region mit Handzetteln für sich geworben hatte. Der im Kinderschutz aktive Vorsitzende des Vereins ""Kids for Kids"" hatte darauf hingewiesen, dass in dem Lerncenter Methoden der Scientology-Organisation zum Einsatz kämen, was offenbar aus den Flyern nicht deutlich zu entnehmen war.  Monika Aktay, Leiterin des ""Professionellen Lerncenters"" in Bad Cannstatt, wiederum revanchierte sich auf der Internetseite der Bildungseinrichtung mit einer ""dringenden Warnung vor Ralf Berti und seinen falschen Behauptungen über das Professionelle Lerncenter"". Bertis ""unqualifizierte Äußerungen der Presse gegenüber"" seien lediglich ein ""Beweis für seine Ignoranz und seinen blinden Fanatismus"", hieß es dort unter anderem - ohne Berti zu zitieren. Dagegen ist Berti vor Gericht gezogen und hat die Unterlassung dieser verächtlich machenden Äußerungen verlangt. Die Gegenseite hatte die Klageabweisung beantragt und unter anderem damit argumentiert, ihr Vorgehen gegen ""falsche, geschäftsschädigende Behauptungen des Klägers"" sei als ""Notwehrmaßnahme beziehungsweise Gegenschlag"" gerechtfertigt. Das sahen die Richter der 17. Zivilkammer des Stuttgarter Landgerichts allerdings anders. Sie gaben nun der Klage Bertis auf Unterlassung statt. Aktay, bekennende Scientologin, ist es nun nicht mehr erlaubt, ""über die Internetseite ,professionelles-lernen.de' oder anderweitig"" eine dringende Warnung vor Ralf Berti zu verbreiten. Für den Fall der Zuwiderhandlung wird ein Ordnungsgeld von bis zu 250 000 Euro angedroht.  Bertis Anwalt Frank Schwemmle findet das Urteil gegen Aktay und das ""Professionelle Lerncenter"" sehr interessant, denn die Richter hätten mit ""sehr deutlichen Worten"" die Schmähkritik an seinem Mandanten unterbunden. Berti selbst zeigt sich hocherfreut über den Ausgang des Verfahrens. ""Es war wichtig, vor diesem Nachhilfeangebot zu warnen. Das Urteil ist eine klare Niederlage für die Scientology-Organisation."" Er scheue auch in Zukunft nicht die Auseinandersetzung: ""Eltern müssen wissen, was im Päckle drin ist."" Deshalb werde der Kinder- und Jugendschutzverein ""Kids for Kids"" auch weiterhin deutliche und direkte Worte in Sachen Scientology wählen - ""wenn eine Gefährdung für Kinder und Jugendliche besteht"". Scientology und ihren Unterorganisationen sind solche Verfahren offenbar unangenehm. In der Verhandlung hatte der Anwalt der Beklagten vergeblich versucht, ein Stillschweigeabkommen auszuhandeln. ""Es sollte offenbar vermieden werden, über den Ausgang öffentlich zu sprechen"", vermutet Berti.  Das Urteil ist noch nicht rechtskräftig. Allerdings, berichtet Schwemmle, habe die Gegenseite ""den Unterlassungsanspruch bereits umgesetzt"". Schon vor der Verhandlung seien verschiedene Äußerungen von der Internetseite entfernt worden. Nun habe Aktay auch die betreffende Internetseite gelöscht.  Das allerdings stimmt nur zum Teil. Über eine Google-Suchabfrage war die Seite mit der ""Warnung vor Ralf Berti"" gestern noch direkt zu erreichen. Die Homepage von ""Professionelles Lernen"" führte hingegen nicht mehr zu dieser Unterseite. "
2716,"Weser Kurier","irrelevant",2015,"Reden statt klagen CDU-Politiker starten Initiative ""Das Viertel muss leben"" VON   THILO NEUMANN Bremen. Als neutraler Moderator könne das Ortsamt fungieren. Um die Kampagne   bekannt zu machen, ließen Eckhoff und Jonitz 10 000 Bierdeckel   bedrucken, die im Viertel verteilt werden. Ein CDU-Logo fehlt auf den   orangenen Deckeln."
2717,"Stuttgarter Zeitung","relevant",2011,"Stuttgarter Zeitung 2011-01-28 ""Das Ganze wird immer unchristlicher"" So viel Quatsch Bei der Demo am 27. August 2010 lief ich in dem Zug mit, der sich um das Kunstgebäude links herum dem Landtag näherte. Man kann nur sagen: Wehret den Anfängen. Jürgen Dziallas, Grafenau Schwarzer Filz Es ist schon ungeheuerlich, was da für Anzeigen gegen den Protestorganisator Stocker anhängig sind. Klar, dass dieser Mensch den Befürwortern von S 21 ein Dorn im Auge ist; jedoch, so geht es doch auch nicht. Im Namen welchen Volkes werden eigentlich solche Urteile gesprochen ? Ingo Brussog, Sachsenheim Eine Frage Erst wurde Stocker zu 1500 Euro Geldstrafe verurteilt, weil er bei einer Demonstration gegen S 21 für die Polizei nicht erreichbar gewesen sei. Dann konnte man in der Margit Lochmiller, Obertürkheim Ungleiches Maß Offensichtlich gibt es Parallelen, wenn man die Herren Stumpf und Stocker betrachtet. Sein Verhalten gilt als lässlich, sein Stellvertreter war ja zugegen. Gangolf Stocker jedoch habe während einer Demonstration gegen seine Pflichten als Versammlungsleiter verstoßen, da er für die Polizei nicht zu erreichen gewesen sei. Und dafür wird er zu einer Strafe von 1500 Euro verurteilt. Quod licet jovi, non licet bovi - wobei Stumpf alles andere als ein strahlender Jupiter ist, sondern sich auf dem absteigenden Ast befindet. Bernd Zäh, Degerloch Nicht einmal gerügt Stocker wird als Sprecher von K 21 zu 1500 Euro Strafe verurteilt, weil er als Versammlungsleiter vorübergehend für die Polizei nicht erreichbar gewesen sei. Polizeipräsident Stumpf schaltet sein Handy aus - während im Schlossgarten Kinder und Rentner mit von ihm freigegebenen ""Zwangsmitteln"" malträtiert werden - und wird dafür nicht einmal gerügt."
2718,"Stuttgarter Zeitung","relevant",2009,"Stuttgarter Zeitung 2009-03-03 Flughafen Stuttgart droht Streik STUTTGART (jon). Am Flughafen Stuttgart ist von heute an und zunächst bis Freitag mit Verspätungen und Flugausfällen zu rechnen. Die Gewerkschaft der Flugsicherung rief zum Streik auf, nachdem die Tarifverhandlungen mit der Flughafengesellschaft (FSG) gescheitert waren. Hintergrund ist die Auslagerung der bis jetzt bei der FSG angesiedelten 22-köpfigen Vorfeldkontrolle, die den rollenden Verkehr bei den Flugzeugen regelt, und der Abbau von neun Stellen. München und Frankfurt gehören bis jetzt nicht zu ihren Kunden. Falls die Flugsicherung in Stuttgart Fluglotsen einsetzen würde, um den Streik zu brechen, droht die Gewerkschaft damit, auch den fliegenden Verkehr zu bestreiken. Weiterer Bericht Seite 17"
2719,"Stuttgarter Zeitung","relevant",2010,"Stuttgarter Zeitung 2010-12-08 Großkundgebungen; Gegner und Befürworter Das Aktionsbündnis gegen Stuttgart 21 ruft am Samstag zur ersten Wochenenddemo nach der Schlichtung auf. Das Motto lautet: ""Stuttgart ist überall. Für eine Demokratie der Bürger - Nein zu Stuttgart 21"". Um 14 Uhr soll es eine Auftaktkundgebung auf dem Arnulf-Klett-Platz direkt vor dem Hauptbahnhof geben, es sprechen der Tübinger OB Boris Palmer, der Architekt Peter Conradi und Sabine Leidig von den Linken. Im Anschluss gibt es einen Protestzug über den Cityring. Zu der Demonstration werden auch mehrere Busse aus anderen Teilen der Bundesrepublik erwartet. Daran stört sich die CDU-Gemeinderatsfraktion. Sie kritisiert einen solchen ""Demonstrationstourismus"" und meint, dass die Demonstrationen zu Verkehrsproblemen in der Adventszeit führen. Die Grünen sollten den Schlichterspruch anerkennen. Auch die Befürworter gehen auf die Straße. Am morgigen Donnerstag sprechen bei der Kundgebung um 19.30 Uhr auf dem Kleinen Schlossplatz unter anderem Flughafen-Chef Georg Fundel und der ehemalige Staatssekretär im Bundesverkehrsministerium, Hans Jochen Henke (CDU). jan"
2721,"Stuttgarter Zeitung","relevant",2011,"Stuttgarter Zeitung 2011-06-20 Friedliche Antifa-Demo auf dem Marktplatz Von Michael Schmidt  Am Samstagabend haben zwischen 60 (Polizei) und weit mehr als 100 (Veranstalter) vornehmlich junge Menschen gegen ihrer Meinung nach rechtsextreme Umtriebe in Leonberg und speziell in der Leonberger Altstadt demonstriert. Es gab keine Zwischenfälle. Ein 21-jähriger Rutesheimer und seine zwei mutmaßlichen Mittäter, ein 20-Jähriger aus Stuttgart und ein 17-Jähriger aus Rutesheim, haben die Tat zwar gestanden, sind aber auf freiem Fuß. Das empörte die Demonstranten. Sie stellten auch einen Zusammenhang zwischen dem ""Wahlerfolg"" der NPD im Kreis und den gewalttätigen rechten Umtrieben her. Der NPD-Kreisvorsitzende und Kreisrat Janus Nowak habe am Tatabend einen Vortrag in Leonberg gehalten, behaupteten die Antifa-Aktivisten. Verschiedene Redner, die allesamt ihren Namen nicht nennen wollten, wiesen darauf hin, dass des Öfteren auf dem Leonberger Marktplatz ""Nazis unterwegs sind und hemmungslose ihre Symbole zeigen dürfen""."
2722,"Stuttgarter Zeitung","relevant",2010,"Stuttgarter Zeitung 2010-12-29 Polizeiaufmarsch zum Bundeswehrgelöbnis Mehr als 1500 Polizisten marschieren am 30. Juli in der Stuttgarter Innenstadt auf, die Straßen werden gesperrt und die Läden geschlossen. Ein martialisches Schauspiel, das an diesem Tag inszeniert wird, um 650 Rekruten der Bundeswehr zu schützen, die im Ehrenhof vor dem Neues Schloss ihr Gelöbnis ablegen. Während OB Wolfgang Schuster und Ministerpräsident Stefan Mappus an den Soldatenreihen vorbeischreiten, schwenken hinter der Polizeikette Hunderte Demonstranten Plakate und skandieren ""Kein Werben fürs Sterben - Soldaten sind Mörder"". Zum ganz großen Krawall kommt es derweil nicht, am Ende spricht die Polizei von ""marginalen Störungen""."
2723,"Leipziger Volkszeitung","relevant",2015,"LEIPZV0020151202eb9s0014c Leipziger Volkszeitung 28 September 2015 13 Polizisten verletzt - Schock nach Leipziger Demo-Krawallen; Linksautonome werfen mit Pflastersteinen / OBM Jung und Minister Ulbig entsetzt Von Frank Döring Leipzig. Wir müssen hier ganz klar sagen: Weder ein brauner Mob ist in Leipzig willkommen, noch ein schwarzer Block."" Gegen eine Demo der rechtsextremen ""Offensive für Deutschland"" mit etwa 350 Teilnehmern hatten linke Initiativen insgesamt fünf Kundgebungen und Aufzüge angemeldet. Fast 2000 Nazi-Gegner protestierten überwiegend friedlich gegen das rechtsgerichtete Bündnis um den früheren Legida-Chef Silvio Rösler. Während aus den Reihen der aggressiv auftretenden Neonazis mehrfach Böller flogen, versuchten militante Antifa-Anhänger Barrikaden zu errichten und Polizeiabsperrungen zu durchbrechen. Am Leuschner-Platz schleuderten Linksautonome Pflastersteine gegen Einsatzkräfte der Polizei und trafen dabei auch friedliche Gegendemonstranten. Auch das Gebäude der Polizeidirektion wurde von linksautonomen Steinewerfern angegriffen. Auch Sachsens Innenminister Markus Ulbig (CDU) zeigte sich schockiert über die Leipziger Demo-Randale. ""Ich bin entsetzt, mit welcher Brutalität und kriminellen Energie die Chaoten schwere Verletzungen und sogar Schlimmeres bei Demonstranten und Polizeibeamten billigend in Kauf genommen haben"", sagte er. Angesichts der nächsten angemeldeten Aufzüge - Legida will heute wieder demonstrieren, die ""Offensive für Deutschland"" offenbar am 17. Oktober - fordert Polizeichef Merbitz mehr Polizeikräfte zur Absicherung. Am Wochenende waren in Leipzig rund 800 Beamte im Einsatz."
2728,"Leipziger Volkszeitung","relevant",2015,"LEIPZV0020150707eb7700016 Leipziger Volkszeitung 7 Juli 2015 20 Prozent mehr Briefe versendet; LVZ Post mit Plus durch den Streik Von ulrich milde bonn/leipzig. Der längste Poststreik seit 20 Jahren hat zahlreiche Kunden des Konzerns massiv verärgert. Millionen Briefe und Pakete bleiben nach Angaben der Gewerkschaft Verdi liegen. Andere haben das getan. ""Während des Streikes stand das Telefon bei der LVZ Post nicht still"", berichtete Geschäftsführer Andreas Erzkamp. Besorgte Bürger und Firmen aus Leipzig und Umgebung hätten um Rat und Hilfe gebeten. Sehr positiv sei, ""dass wir hierdurch Unternehmen, die unser privates Postunternehmen noch nicht kannten, von unseren zuverlässigen und günstigen Postdienstleistungen überzeugen konnten"", betonte Erzkamp. Seit Ostern Ausstand an 52 Tagen Bereits gestern kehrten erste Streikende an ihre Arbeitsplätze zurück. Die Deutsche Post räumte ein, dass es in einigen Regionen zu erhöhten Rückständen bei der Zustellung gekommen sei."
2731,"Weser Kurier","irrelevant",2015,"Das Phänomender Merkelisierung Silke Hellwig über die Kanzlerin Irgendwann   ist es auch mal gut. Dessen ist sich die   Kanzlerin bewusst. Doch sie fühlt sich offenbar - ganz ""protestantische   Preußin"" (Merkel-Biograf Volker Resing) - nur noch einem verpflichtet:   ihrem Gewissen. Die ""Frankfurter Rundschau"" fühlt sich gar an Martin   Luther erinnert: Hier stehe ich und kann nicht anders."
2732,"Stuttgarter Zeitung","relevant",2010,"Stuttgarter Zeitung 2010-02-03 Proteste bei Behr Von Inge Nowak  Wo bleibt die Menschlichkeit? Jeder Arbeitsplatz hat ein Gesicht"". Mit einer wahren Flut von Fahnen und Transparenten haben Mitarbeiter des Autozulieferers Behr gestern vor der Firmenzentrale in Feuerbach lautstark ihren Unmut über den geplanten Personalabbau geäußert. Nach Angaben der IG Metall haben sich 1500 Menschen versammelt. 440 Stellen in der Produktion sollen in Deutschland gestrichen werden."
2733,"Stuttgarter Zeitung","relevant",2009,"Stuttgarter Zeitung 2009-04-28 Zweite Klage wegen Boss-Plänen; Widerspruch zurückgewiesen Von Wolfgang Berger  Die Entscheidung der Stuttgarter Behörde stellt keine Überraschung dar. Als der Gemeinderat von Nürtingen (Kreis Esslingen) im vergangenen Juli ein Bürgerbegehren zum geplanten Logistikzentrum der Firma Hugo Boss im Großen Forst für nicht zulässig erklärt hatte, stützte das RP in seiner ersten Stellungnahme die Rechtsauffassung der Boss-Befürworter. Dem Rechtsgutachten, das die Stadtverwaltung in Auftrag gegeben hatte, maß die Stuttgarter Behörde damals ""erhebliches Gewicht"" bei. Der Bescheid, den das RP jetzt an die Initiative Bürgerbegehren Großer Forst geschickt hat, folgt einer von der Kanzlei Dolde & Partner erstellten Expertise. Das Bürgerbegehren wird unter anderem mit dem Argument als unzulässig abgelehnt, dass für den Großen Forst nicht mehr die Stadt Nürtingen zuständig sei. Vielmehr sei die Entscheidungskompetenz auf den Gewerbezweckverband Wirtschaftsraum Nürtingen übergegangen. Dadurch würden nicht nur die verfassungsrechtlich verankerte Selbstverwaltungsgarantie der Gemeinde, sondern auch zentrale Grundsätze der Demokratie verkannt. Mit der Klage soll erreicht werden, dass die ablehnenden Bescheide der Stadt gegen das Bürgerbegehren kassiert werden und es am Ende doch noch zu einem Bürgerentscheid kommt. Die Initiative verweist auch auf Metzingen (Kreis Reutlingen)."
2736,"Leipziger Volkszeitung","irrelevant",2015,"Holger Schulz: ""Wir haben viel erreicht, aber auch noch viel vor""; CDU-Ortsverband Zwenkau schickt amtierenden Rathauschef bei Bürgermeisterwahl am 7. Juni ins Rennen Von Ulrike Witt Zwenkau. Nach geheimer Wahl hieß es dann zehn Mal Ja für Schulz. Versammlungsleiter Fritzsche meinte schmunzelnd: ""Das nenne ich mal ein eindeutiges Ergebnis."" Schulz dankte dem CDU-Ortsverband für das Vertrauen, machte aber auch deutlich, dass er einen fairen Wahlkampf will."
2737,"Leipziger Volkszeitung","irrelevant",2015,"LEIPZV0020150731eb7v0001w Leipziger Volkszeitung 31 Juli 2015 Realpolitik in der Fantasie-Nation; Mirko Sennewald hat am internationalen Treffen der Mikronationen teilgenommen Auch wenn sie sich selbstbewusst so nennt - eine eigenständige Republik ist die Freie Republik Alcatraz nicht. Warum muss man denn für lokale politische Ziele gleich einen Staat ausrufen? Die Bewegungen könnte man natürlich auch anders benennen oder gestalten, ob als Bürgerinitiative, zivilgesellschaftlicher Zusammenschluss oder Verein. Letztlich verfügt man aber als Mikronation über ein anderes Vokabular."
2738,"Leipziger Volkszeitung","irrelevant",2015,"Geo-Gesellschaft blickt auf zehnjähriges Bestehen & Subbotnik auf dem Freibadgelände & Bergbausanierer setzt auf Kellerabdichtung & Gemeinderat beschließt Haushaltsplan Geithain. Wo und vor allem wann genau in Regis-Breitingen in ein paar Jahren das Grundwasser durch den Boden nach oben steigen wird, kann niemand genau vorhersagen. Doch während Bürgerinitiative und Gemeinde noch hoffen, mit zwei Brunnenriegeln und einer Wasserableitung in die Pleiße das Problem global für die gesamte Stadt in den Griff bekommen zu können, schafft Bergbau­sanierer LMBV Tatsachen, indem er einzelne Häuser durch Kellerabdichtungen schützt. -> Seite 25 Neukieritzsch."
2739,"Leipziger Volkszeitung","relevant",2015,"LEIPZV0020150902eb920002p Leipziger Volkszeitung 2 September 2015 Drei Verletzte bei Attacke nach Legida-Demo; Vermummte greifen Paar und Polizisten an / Beamte korrigieren Meldung zu ""Pflastersteindepots"" Von Robert Nößler Mehrere vermummte Schläger haben nach der Legida-Demo am Montagabend einen Polizisten sowie einen Autobesitzer und seine Frau angegriffen. Wegen des manipulierten Kennzeichens, eine Ordnungswidrigkeit, wird auch gegen den 63-Jährigen ermittelt. Insgesamt wurden bei der Legida-Demo (Liveticker zum Nachlesen) und den Gegenprotesten 27 Strafanzeigen aufgenommen, wegen Verstößen gegen das Versammlungsgesetz, Sachbeschädigung, Widerstands gegen Vollstreckungsbeamte, Beleidigung und in fünf Fällen wegen Körperverletzung. Nach einer versuchten Körperverletzung wurde ein Legida-Teilnehmer von der Polizei vorläufig festgenommen. Beim Abmarsch an der Nordseite der Höfe am Brühl gab es auch Flaschenwürfe auf Legida-Demonstranten. Der 16. Aufmarsch des fremdenfeindlichen Bündnisses war auf breiten Protest gestoßen. Laut dem Soziologen Stephan Poppe von der Uni Leipzig nahmen mindestens 2600 Menschen an den Gegenveranstaltungen teil. Verwirrung herrschte um vermeintliche ""Pflastersteindepots"", die von der Polizei gegen 17.15 Uhr in der Nähe des Naturkundemuseums entdeckt worden waren. Zunächst hieß es, daraus ließen sich ""Rückschlüsse auf das Gewaltpotenzial"" der Demonstranten ziehen. Nachdem die Nachricht im Netz für Kritik sorgte, ruderte die Polizei gestern zurück und korrigierte ihre Darstellung vom Vorabend. Die Stadt habe den Steinhaufen noch am Abend beseitigt. Für Kritik sorgte das teilweise überharte Eingreifen der Polizei bei der Gruppe Demonstrationsbeobachtung Leipzig. Die Situation nach 21 Uhr bezeichnete die Initiative als ""zunehmend chaotisch"". Gegenprotestierende, die sich in der Nähe des Demo-Abzugs befanden, seien ""hart durch Polizist*innen angegangen"", Verletzungen provoziert und teilweise auch in Kauf genommen worden. Loepki wies die Kritik zurück."
2742,"Leipziger Volkszeitung","relevant",2015,"LEIPZV0020150731eb7v0000q Leipziger Volkszeitung 31 Juli 2015 Willkommen in der Notlösung; Überall in Deutschland wachsen die Zeltstädte - weil keiner weiß, wohin mit den vielen Flüchtlingen. Die Menschen, die hier Schutz finden sollen, waren noch gar nicht richtig angekommen, da machte das Lager in Dresden schon bundesweit Schlagzeilen wegen Gewaltausbrüchen - unter Dresdnern. 200 Protestierende, die keine Asylbewerber in ihrer Stadt wollen, und rund 350 Demonstranten, die die Fremden willkommen heißen wollen, trafen vor dem Haupttor an der Bremer Straße aufeinander. Der Streit eskalierte, Knallkörper wurden gezündet, Flaschen und Steine geworfen, DRK-Helfer wurden angegriffen, am Ende gab es drei Verletzte. Typisch Dresden, hieß es schnell. Als im Herbst 2014 die Pegida-Aktivisten bundesweit auftraten und gegen die Asylgesetze und Ausländer generell zu Felde zogen, war in Dresden die Keimzelle der Bewegung. Nirgendwo mobilisierte die Gruppe stärker, und heute, nach dem Abflauen von Pegida, bleibt sie in Dresden immer noch aktiv. Erst diese Woche waren es rund 2000 Menschen, die ihrem Demonstrationsaufruf folgten. In Freital, nur 20 Kilometer von Dresden entfernt, gab es wochenlang Proteste gegen die provisorische Unterbringung von Flüchtlingen in einem Hotel. Das Treiben der rechten Szene allerdings mobilisiert eine genauso starke Gegenbewegung von engagierten Bürgern, die gegen die Protestkundgebungen protestiert. Dazwischen stehen die Flüchtlinge - und sie spüren, wie wenig die Atmosphäre mit ""Willkommenskultur"" zu tun hat."
2744,"Leipziger Volkszeitung","relevant",2015,"Germanwings-Maschine abgestürzt - Flüge in Leipzig gestrichen Legida marschiert zum achten Mal mit 900 Teilnehmern Heidenheim-Fans werfen Urin-Becher nach RB-Spielern Lehrerstreik: 27 000 Teilnehmer protestieren in Leipzig Brandanschlag auf Auto von Legida-Vizechef in Wurzen Stand: Gestern 20 Uhr"
2746,"Leipziger Volkszeitung","relevant",2015,"Spontandemo ""gegen Asylmissbrauch"" Wurzen. Nach einem kurzen Spaziergang durch die Innenstadt wurden die Teilnehmer am Markt von der Polizei kurzzeitig eingekesselt, schließlich aber wieder laufen gelassen. Wortlos legten die Demonstranten den Weg bis zum Busbahnhof zurück. Auf dem Bürgermeister-Schmidt-Platz kam der Marsch zum Stehen. Dort kam es zu heftigen Wortwechseln mit den Ordnungshütern. Klaus-Thomas Kirstenpfad als Vertreter der Versammlungsbehörde kündigte über Mikrofon an, die ohnehin nicht angemeldete Demonstration beenden zu lassen, sollten die Teilnehmer keinen Versammlungsleiter benennen. Daraufhin erklärte sich eine junge Frau bereit, als solcher zu fungieren. In der Zwischenzeit wurde ein Transparent enthüllt. Aufschrift: ""Pro Demonstrations- und Meinungsfreiheit"". Der Zug bewegte sich begleitet von zahlreichen Polizisten wieder in Richtung Innenstadt. Dabei wurde der Ruf ""Wir sind das Volk"" laut. Mit einer Kundgebung auf dem Markt endete die Aktion gegen 20 Uhr. Der urlaubende Bürgermeister der Stadt, Jörg Röglin (parteilos), war im verschneiten Österreich ""einigermaßen irritiert"" von der abendlichen Veranstaltung in der Heimat. ""Für uns ist es im Moment schwer nachvollziehbar, wer dahintersteckt, weil im Vorfeld keinerlei Angaben zu den Organisatoren gemacht wurden"", so Röglin. hl Polizeikräfte sichern den Aufmarsch am Abend in Wurzen ab. Foto: Frank Schmidt"
2748,"Leipziger Volkszeitung","relevant",2015,"LEIPZV0020150715eb7f00034 Leipziger Volkszeitung 15 Juli 2015 Camp Sehlis protestiert in der City Teilnehmer des Aktionscamps 2015 in Sehlis bei Taucha haben gestern Nachmittag auf dem Leipziger Richard-Wagner-Platz für sich geworben und dabei auch gegen die geplante Schnellstraße Bundesstraße 87 neu von Torgau nach Leipzig protestiert. ""Die zuständige Landesdirektion hat die Planungen zur B 87n vor einigen Tagen zwar eingestellt, wir bleiben an dem Thema aber dran. Man kann nie wissen, ob das Projekt in einigen Jahren wieder aufgenommen wird"", sagte Jörg Schmidt, der Anmelder der Kundgebung. Wie berichtet, sollte die B 87 neu durch das Landschaftsschutzgebiet Parthenaue gebaut werden."
